date,name,address,icon,userComment,rating,tags,photos
"2019-07-21T12:40:12.272Z","Restaurante Fonda Cholula","Ramón Corona & José Cuervo, Centro, 46400 Tequila, Jal., Mexico","restaurant","","","Mexico#Meat#Restaurant#Tasty!#Terrace#With a view",""
"2019-07-19T19:34:25.831Z","La Chata de Guadalajara","Avenida Ramón Corona 126 Guadalajara Centro 44100 Guadalajara Mexico","restaurant","","","Already tried#Coffee#Mexico#Restaurant#Meat#Tasty!",""
"2019-07-19T19:33:31.507Z","Casa Luna","Calle Independencia 211 Fracc López Cotilla 45615 Tlaquepaque, Jalisco Mexico","restaurant","","","Bar#Brunch#Cocktails#Mexico#Restaurant#Tasty!#Terrace#With a view",""
"2019-07-16T15:13:20.535Z","Mi Viejo Pueblito Antequera","Av 31 Pte 45, Nueva Antequera, 72180 Puebla, Pue., Mexico","restaurant","","","Already tried#Brunch#Bar#Cocktails#Coffee#Friend#Mexico#Meat#Restaurant#Tasty!",""
"2019-07-06T20:05:42.567Z","Red Coat Tavern","6745 Orchard Lake Rd, West Bloomfield Township, MI 48322, USA","restaurant","","","Brunch#Already tried#Bar#Cocktails#Meat#Detroit#Friend#Restaurant#Tasty!",""
"2019-07-01T17:58:21.490Z","Bbq Longhorn","Marktstraße 21 6850 Dornbirn Austria","restaurant","","","Already tried#Burger#Cocktails#Friend#Meat#Restaurant#Tasty!",""
"2019-06-17T20:09:12.212Z","Los Galeones","Calle de Barcelona 28012 Sol Madrid Spain","restaurant","","","Bar#Cocktails#Restaurant#Tasty!#Tapas#Wine#Already tried",""
"2019-06-17T20:07:25.586Z","La Barraca","Calle Reina, 29, 28004 Madrid","restaurant","","","Charcuterie#Cheese#Cocktails#Meat#Restaurant#Tapas#Tasty!#Wine",""
"2019-06-16T15:58:42.392Z","San Miguel Market","Plaza de San Miguel, 3, 28005 Madrid, Spain","restaurant","","","Already tried#Bar#Burger#Cocktails#Charcuterie#Meat#Restaurant#Tasty!#Tapas#Wine",""
"2019-06-15T13:12:02.063Z","El Lagar de Isilla","Calle Isilla, 18, 09400 Aranda de Duero, Burgos, Spain","restaurant","Boda bodega wedding ","","Already tried#Bar#Brunch#Cocktails#Chic#Charcuterie#Friend#Restaurant#Tapas#Tasty!#Terrace#With a view#Wine",""
"2019-06-14T07:08:26.655Z","38 Riv","38 Rue de Rivoli 75004 Paris France","music","","","Bar#Cocktails#Paris",""
"2019-06-10T19:25:20.132Z","Le Perchoir Marais","33 Rue de la Verrerie 75004 Paris France","bar","","","California#Bar#With a view",""
"2019-05-31T16:31:50.001Z","Cervejaria Carteiro","Av. da Sociedade Filarmónica Recreativa Pataiense 4, 2445 Pataias, Portugal","cafe","","","Bar",""
"2019-05-30T13:57:07.303Z","Casablanca Beach Lounge","2825 Costa da Caparica, Portugal","restaurant","Testé au mois d’avril, le service n’était pas impeccable mais l’endroit en bord de mer est sympa 🙂","","Cocktails#Tapas#Terrace",""
"2019-05-30T13:54:16.803Z","Honorato","Largo Rafael Bordalo Pinheiro 12,, 1200-369 Lisboa","restaurant","","","Burger#Cocktails#Meat#Tasty!",""
"2019-05-26T17:03:01.559Z","Intro","local 2, Atlixcáyotl 3246, San Martinito, 72825 Tlaxcalancingo, Pue., Mexico","restaurant","","","Chic#Restaurant#Tasty!#Mexico",""
"2019-05-26T16:52:10.461Z","Pujol","Calle Francisco Petrarca 254, Miguel Hidalgo, Polanco, 11570 Ciudad de México, D.F., Mexico","restaurant","","","Chic#Mexico#Restaurant#Tasty!",""
"2019-05-19T10:44:14.690Z","Sorbillo Lievito Madre Milano","Largo Corsia Dei Servi 11, Milan Lombardy 20122","restaurant","","","Pizza#Restaurant#Wine",""
"2019-05-18T18:34:08.252Z","Petrus Café Brasserie","Anton-Schneider-Straße 11, 6900 Bregenz, Austria","restaurant","Belgian","","Already tried#Bar#Cocktails#Tasty!#Wine",""
"2019-04-14T13:43:00.491Z","EIL.GUT.HALLE","Schützingerweg 2, 88131 Lindau (Bodensee), Germany","restaurant","","","Already tried#Chic#Cocktails#Friend#Meat#Restaurant#Terrace#With a view#Whisky#Wine",""
"2019-04-14T13:42:01.661Z","Inn Pfanderdohle","6911 Lochau Austria","restaurant","","","Friend#Restaurant#With a view",""
"2019-03-21T19:29:16.837Z","BraufactuM Dresden","Altmarkt 6, 01067 Dresden, Germany","restaurant","","","Already tried#Afterwork#Bar#Burger#Cocktails#Friend#Restaurant#Tasty!",""
"2018-12-22T03:14:08.831Z","Cafe de Tacuba","Tacuba 28 Centro 06000 Cuauhtémoc, Ciudad de México Mexico","restaurant","","","Already tried#Restaurant#Mexico#Meat#Tasty!",""
"2018-12-20T21:19:38.103Z","La Bodeguita del Medio","Calle Quinta Avenida, Gonzalo Guerrero, 77720 Playa del Carmen, Q.R., Mexico","restaurant","","","Already tried#Cocktails#Bar#Brunch#Mexico#Meat#Restaurant#Tasty!#Terrace",""
"2018-12-20T21:19:02.587Z","Coco Bongo Cancun","Boulevard Kukulcán Zona Hotelera 77500 Benito Juárez Mexico","bar","","","Bar#Cocktails#Friend#Mexico",""
"2018-12-17T20:26:28.254Z","Chillis","México (Lic. Benito Juárez) 15620 Venustiano Carranza, Ciudad de México Mexico","restaurant","","","Burger#Bar#Mexico",""
"2018-12-17T03:46:04.890Z","Museo Nacional de Antropología","Av Paseo de la Reforma & Calzada Gandhi S/N, Chapultepec Polanco, Miguel Hidalgo, 11560 Ciudad de México, D.F., Mexico","museum","","","Mexico#Museum",""
"2018-12-17T03:41:27.179Z","El Mural de los Poblanos","C. 16 de Septiembre 506, Centro, 72000 Puebla, Pue., Mexico","restaurant","","","Burger#Restaurant#Mexico#Tasty!#To try",""
"2018-12-15T22:50:03.211Z","La Terraza","Hidalgo 33, Centro, 73560 Cd de Cuetzalan, Pue., Mexico","restaurant","","","Mexico#Restaurant",""
"2018-12-14T14:55:54.437Z","Restaurante Iago","Calle Macedonio Alcalá 507 Centro 68000 Oaxaca, Oaxaca Mexico","restaurant","","","Bar#Cocktails#Mexico#Friend#Tasty!#With a view#Terrace",""
"2018-12-13T01:54:33.387Z","Catedral","Manuel Garcia Vigil 105, Centro, 68000 Oaxaca, Oax., Mexico","restaurant","","","Chic#Cocktails#Restaurant#Mexico#Tasty!",""
"2018-12-13T01:52:23.048Z","Casa de Sierra Azul","Avenida Miguel Hidalgo Unidad Modelo 68100 Oaxaca de Juárez, Oaxaca Mexico","lodging","","","Cocktails#Mexico#Hotel#With a view",""
"2018-12-12T14:00:10.123Z","La Pasita","Av 5 Ote 602, Centro, 72000 Puebla, Pue., Mexico","bar","","","Bar#Cocktails#Friend#Mexico",""
"2018-12-02T12:13:48.871Z","Mr. Pancake","Emil-Riedel-Straße 21 Lehel, 80538 Munich Germany","restaurant","","","Already tried#Brunch#Coffee#Friend",""
"2018-10-29T09:21:16.562Z","Café Louvre","Národní 22, 110 00 Praha 1, Czech Republic","restaurant","","","Already tried#Brunch#Chic#Cheese#Coffee#Friend#Restaurant#Tasty!",""
"2018-10-28T23:08:56.967Z","AnonymouS Bar","Michalská 432/12, 110 00 Praha, République tchèque","bar","","","Already tried#Bar#Cocktails#Tasty!#Terrace#Whisky#Wine",""
"2018-10-28T09:33:49.531Z","Hotel Grandezza","Zelný Trh 314/2 602 00 Brno Czech Republic","lodging","","","Already tried#Chic#Hotel",""
"2018-10-28T09:33:10.514Z","Café Central","Herrengasse 14, 1010 Wien, Austria","cafe","","","Already tried#Brunch#Coffee#Chic#Friend#Tasty!#To try",""
"2018-10-26T14:20:19.478Z","Coco Bongo","10 Avenida Norte y, Calle 12 Nte, Centro, Gonzalo Guerrero, 77710 Playa del Carmen, Q.R., Mexico","bar","","","Cocktails#Bar#Friend#Mexico",""
"2018-10-20T16:19:21.100Z","Le Zocco Chico","Rue Saint-Jean-en-Isle 4000 Lüttich Belgium","restaurant","","","Already tried#Liege#Tapas#Restaurant",""
"2018-10-20T16:19:03.089Z","Lequet","Quai Sur - Meuse 17, 4000 Liège, Belgium","restaurant","","","Liege#Restaurant",""
"2018-10-20T16:18:36.512Z","Jacob's Restaurant","Route du Condroz 211, 4550 Nandrin, Belgium","restaurant","","","Already tried#Cocktails#Liege#Meat#Tasty!",""
"2018-10-20T16:16:42.698Z","Le Labo 4","Quai Edouard van Beneden 22 4020 Lüttich Belgium","restaurant","","","Already tried#Restaurant#Tasty!#Meat",""
"2018-10-20T16:16:23.579Z","Quebec cafe","Cour Saint-Gilles 38 4000 Liège Belgium","bar","","","Brunch#Already tried#Tasty!#Liege#Coffee",""
"2018-10-20T16:14:34.329Z","La Parra","Chéravoie 14, 4000 Liège, Belgium","restaurant","","","Already tried#Bar#Charcuterie#Tapas#Wine",""
"2018-10-02T22:41:39.167Z","Kennedy's Irish Pub","1055 W Huron St, Waterford Twp, MI 48328, USA","restaurant","","","Afterwork#Already tried#Bar#Restaurant#Detroit",""
"2018-10-02T22:39:47.848Z","Yellow Mad Monkey","8 rue de Lappe, 75011 Paris, France","bar","","","Afterwork#Bar#Already tried",""
"2018-10-02T22:35:41.329Z","Jamie's Italian Covent Garden","11 Upper St Martin's Ln, London WC2H 9FB, Royaume-Uni","restaurant","","","Already tried#Afterwork#Bar#Burger#Restaurant#Meat#Terrace#London",""
"2018-10-02T22:34:37.212Z","The Brasserie","St Katharine's Way Tower Hamlets London E1W 1 United Kingdom","restaurant","","","Already tried#Afterwork#Bar#Friend#Terrace#With a view",""
"2018-10-02T22:30:57.413Z","Hilton Bursa Convention Center and Spa","Soğanlı Mahallesi, İstanbul Cd No:347, 16210 Osmangazi/Bursa, Turkey","lodging","","","Already tried#Turkey#Restaurant#Tasty!",""
"2018-10-02T22:29:34.980Z","The North Shield","Fenerbahçe Mahallesi, Bağdat Cd. 183/A, 34726 Kadıköy/İstanbul, Turquie","bar","","","Already tried#Burger#Afterwork#Bar#Cocktails#Meat#Tasty!#Restaurant#Turkey#Whisky",""
"2018-10-02T22:28:20.312Z","Le Gruber","11 Rue du Maroquin, 67000 Strasbourg, France","restaurant","","","Already tried#Restaurant#Meat#Pizza",""
"2018-10-02T22:27:24.160Z","Five Guys","49/51 Av. des Champs-Élysées, 75008 Paris, France","restaurant","","","Burger#Friend#Meat#Paris#Already tried#Afterwork",""
"2018-10-02T22:24:01.245Z","Hotel Nazar","Karatarla Mahallesi, Mütercim Asım Cd No:31, 27010 Şahinbey/Gaziantep, Turkey","lodging","","","Turkey",""
"2018-10-02T22:19:37.971Z","Le Purple","2 Rue du Patis, 95290 L'Isle-Adam","restaurant","","","Afterwork#Burger#Already tried#Bar#Charcuterie#Cocktails#Terrace#Restaurant",""
"2018-10-02T22:17:33.141Z","Taqueria El Rey","4730 Vernor Hwy, Detroit, MI 48209, United States","restaurant","","","Already tried#Bar#Cocktails#Detroit#Friend#Restaurant#Tasty!",""
"2018-10-02T22:16:14.250Z","The Sugar House","2130 Michigan Ave, Detroit, MI 48216, United States","bar","","","Already tried#Bar#Afterwork#Cocktails#Tasty!#Terrace#Whisky",""
"2018-10-02T22:15:18.271Z","Roof","74 Wythe Ave Brooklyn, NY 11249 USA","music","","","Already tried#Bar#Cocktails#Terrace#Friend#Afterwork",""
"2018-10-02T22:10:13.981Z","Pizzeria rustika","Riklijeva cesta 13, 4260 Bled, Slovenia","restaurant","","","Already tried#Bar#Friend#Pizza#Restaurant#Terrace",""
"2018-10-01T21:29:36.728Z","Ruby's Diner","1 W Balboa Pier Newport Beach, CA 92661 USA","restaurant","","","Already tried#Burger#California#Bar#With a view#Terrace#Tasty!#Restaurant",""
"2018-10-01T21:28:30.965Z","Hooters Casino Hotel","115 E Tropicana Ave, Las Vegas, NV 89109, United States","lodging","","","Already tried#Brunch#Burger#Cocktails#Bar#Friend#With a view",""
"2018-10-01T21:27:38.180Z","The River Café","1 Water St, Brooklyn, NY 11201, United States","restaurant","","","Already tried#Bar#With a view",""
"2018-10-01T21:24:39.301Z","Bamboula's","514 Frenchmen St New Orleans, LA 70116 USA","restaurant","","","Already tried#Bar#Cocktails",""
"2018-10-01T21:23:51.850Z","M-Brew","177 Vester Ave, Ferndale, MI 48220, USA","bar","","","Bar#Already tried#Detroit#Friend#Afterwork#Terrace",""
"2018-10-01T21:22:56.575Z","Bar a Vins","Ronda de Sant Antoni, 43 08011 Sant Antoni Barcelona Spain","bar","","","Already tried#Bar#Restaurant#Barcelona",""
"2018-10-01T21:21:56.503Z","Exodos Rooftop","529 Monroe St Detroit, MI 48226 USA","restaurant","","","Cocktails#Detroit",""
"2018-10-01T21:21:17.023Z","Mildred's Temple Kitchen","85 Hanna Ave, Toronto, ON M6K 3S3, Canada","restaurant","","","Already tried#Brunch#Tasty!#Restaurant",""
"2018-10-01T21:20:25.108Z","Thinking Cup","165 Tremont St, Boston, MA 02111, United States","cafe","","","Brunch#Already tried#Coffee",""
"2018-10-01T21:18:43.476Z","Hard Rock Cafe","313 Duval St, Key West FL 33040","restaurant","","","Already tried#Burger#Brunch#Cocktails#Whisky#Restaurant",""
"2018-10-01T21:18:01.890Z","The Hudson Cafe","1241 Woodward Ave, Detroit MI 48226-2006","restaurant","","","Brunch#Burger#Already tried#Detroit#Friend#Restaurant#Tasty!#Cocktails",""
"2018-10-01T21:17:03.347Z","重庆御足养生会所","China, Jiangsu Sheng, Nanjing Shi, Qinhuai Qu, FuZiMiao, 大石坝街","generic","","","Restaurant",""
"2018-10-01T21:15:17.555Z","Campo","Ulica Podwale 83 50-414 Wrocław Poland","restaurant","","","Burger#Already tried#Chic#Cocktails#Whisky#Meat",""
"2018-10-01T21:14:39.013Z","Vis A Vis Restaurant","ulica Młynarska 7 59-220 Legnica Poland","restaurant","","","Already tried#Restaurant",""
"2018-10-01T21:13:43.603Z","Giordano's","223 W Jackson Blvd, Chicago IL 60606","restaurant","","","Already tried#Pizza#Tasty!",""
"2018-10-01T21:12:30.920Z","Original French Market Rest & Bar","1001 Decatur St New Orleans, LA 70116 USA","restaurant","","","Already tried#Bar#Tasty!#Restaurant",""
"2018-10-01T21:11:36.686Z","One-Eyed Betty's","175 W Troy St, Ferndale, MI 48220, USA","bar","","","Already tried#Brunch#Burger#Cocktails#Detroit",""
"2018-10-01T21:09:21.744Z","The Telway","27000 John R Rd, Madison Heights, MI 48071, USA","restaurant","","","Already tried#Burger#Detroit#Restaurant",""
"2018-10-01T21:08:40.961Z","Supino Pizzeria","2457 Russell St Detroit, MI 48207 USA","restaurant","","","Detroit#Tasty!#Already tried#Pizza",""
"2018-10-01T21:00:03.108Z","Comptoir de l'Arc","73 Avenue Marceau Paris France","restaurant","","","Already tried#Brunch#Charcuterie#Chic#Cocktails#Paris",""
"2018-10-01T20:57:45.774Z","Snog Roof Bar","Şahkulu Mahallesi, Galip Dede Caddesi No:56 Kat:4, 34421 Beyoğlu/İstanbul, Turkey","bar","","","With a view#Terrace#Tasty!#Whisky#Turkey#Bar#Already tried",""
"2018-10-01T20:54:59.255Z","Bam Bam cafe","Hacı Ahmet mahallesi Atalay Sokak no 6/C, Hacıahmet Mahallesi, Beyoğlu İstanbul, 34440 Beyoğlu/İstanbul, Turkey","restaurant","","","Already tried#Bar#Turkey#Whisky",""
"2018-10-01T20:53:14.577Z","Grand Assos Hotel","İskele Mevki Antik Liman, Assos, Ayvacık, Çanakkale, 17860 Behram Köyü/Ayvacık/Çanakkale, Turkey","lodging","","","Already tried#Bar#Brunch#Turkey#Restaurant",""
"2018-10-01T20:49:51.030Z","Pierre Loti","Eyüp Merkez, 34050 Eyüp/İstanbul, Turkey","generic","","","With a view#Bar#Already tried",""
"2018-10-01T20:48:45.703Z","Harry's","Wycker Brugstraat 2, 6221 EC Maastricht, Netherlands","restaurant","","","Burger#Brunch#Already tried#Bar#Cocktails#Friend#Tasty!",""
"2018-10-01T20:47:20.352Z","Pharmarium","Stortorget 7 Stockholm Sweden","restaurant","","","Already tried#Bar#Cocktails#Whisky#Stockholm",""
"2018-10-01T20:46:11.262Z","Vete-Katten","Kungsgatan 55 SE-111 22 Stockholm Sweden","cafe","","","Already tried#Brunch#Stockholm#Restaurant",""
"2018-10-01T20:45:14.055Z","Market House","443 Coldharbour Ln, London SW9 8LN, Royaume-Uni","bar","","","Already tried#Cocktails#London#Afterwork",""
"2018-10-01T20:42:32.327Z","Köfteci Yusuf","Hisar Mah. Ilıcak Mevkii Yalova Yolu, Hisar Mahallesi, Güngör AVM, Bursa Yalova Yolu 1. Km, 16600 Gemlik/Bursa, Turkey","restaurant","","","Already tried#Tasty!#Turkey#Meat",""
"2018-10-01T20:41:39.365Z","Iskele Yasam","Göl Yolu Caddesi 16800 Topselvi, Orhangazi Turkey","bar","","","Burger#Already tried#Restaurant#Meat#Turkey",""
"2018-10-01T20:39:19.314Z","Soho House Istanbul","Meşrutiyet Caddesi, 56 34430 Evliya Çelebi, İstanbul Turkey","lodging","","","Already tried#Brunch#Bar#Turkey#Whisky",""
"2018-10-01T20:38:42.877Z","Nusr.Et Brgr+Lokum","No: 244/, Bebek, Bebek Ykş. No:1, 34342 Beşiktaş/İstanbul, Turkey","restaurant","","","Burger#Already tried#Meat#Turkey#Tasty!#Terrace",""
"2018-10-01T20:38:02.930Z","Massa","Demokrasi Caddesi 41600 Cebeci, Kocaeli Turkey","restaurant","","","Turkey#Tasty!#Restaurant#Meat#Wine",""
"2018-10-01T20:37:18.004Z","Operakällaren","Operahuset, Karl XII:s torg, 111 86 Stockholm, Sweden","restaurant","","","Already tried#Stockholm#Restaurant",""
"2018-10-01T20:33:53.075Z","Bakfickan","Köpenhamnsvägen 7D, 217 43 Malmö, Sweden","restaurant","","","Stockholm#Tasty!#Restaurant#Already tried",""
"2018-10-01T20:29:24.898Z","ICEBAR by ICEHOTEL STOCKHOLM","Vasaplan 4, 111 20 Stockholm, Sweden","bar","","","Stockholm#Chic#Cocktails",""
"2018-10-01T20:28:13.658Z","Canada Water Cafe","40 Surrey Quays Rd, London SE16 7DX, Royaume-Uni","restaurant","","","Friend#Already tried#Brunch#London#Restaurant#Tasty!#Cocktails",""
"2018-10-01T20:26:51.693Z","The Huggy’s Bar   Liege 1","Boulevard d'Avroy 122 Lüttich Belgium","restaurant","","","Already tried#Brunch#Friend#Restaurant#Tasty!#Terrace#Meat#Burger#Liege",""
"2018-10-01T20:26:13.562Z","Duck & Waffle","Heron Tower, 110 Bishopsgate, London EC2N 4AY, Regno Unito","restaurant","","","Meat#Already tried#Brunch#Friend#Cocktails#Chic#With a view#Tasty!#London",""
"2018-10-01T20:25:20.760Z","Paradise Cove Beach Cafe","28128 Pacific Coast Hwy, Malibu, CA 90265, United States","cafe","","","Already tried#Bar#Brunch#Friend#California#Restaurant#Tasty!#With a view#Terrace",""
"2018-10-01T20:24:44.556Z","Coffee Parisien","46 Rue de Sablonville 92200 Neuilly-sur-Seine France","restaurant","","","Already tried#Brunch#Paris#Tasty!",""
"2018-10-01T20:23:48.050Z","Commonwealth","One Detroit Center, 500 Woodward Ave, Detroit, MI 48226, USA","generic","","","Already tried#Brunch#Restaurant",""
"2018-10-01T20:22:35.769Z","Restaurant Aux Trois Fleurs","1 Rue de Fosseuse, 60540 Anserville, France","restaurant","","","Already tried#Afterwork#Bar#Charcuterie#Paris#Restaurant#Terrace",""
"2018-10-01T20:21:38.797Z","8 Degrees Plato Beer Co","611 W Nine Mile Rd, Ferndale, MI 48220, USA","shopping","","","Detroit#Already tried#Bar#Friend#Afterwork",""
"2018-10-01T20:20:25.325Z","360 İstanbul Restaurant","Tomtom Mh., İstiklal Cad. Mısır Apt.No:163 K:8, 34433 Beyoğlu/İstanbul, Turquie","restaurant","","","Turkey#With a view#Terrace#Tasty!#Wine#Meat#Bar#Cocktails#Already tried",""
"2018-10-01T20:19:38.044Z","Surf House Barcelona","Carrer l'Almirall Aixada, 22, 08003 Barcelona, Barcelona, Spain","restaurant","","","Already tried#Bar#Brunch#Cocktails#Friend#Restaurant#Tapas#With a view#Barcelona",""
"2018-10-01T20:19:07.161Z","Walnut","Koşuyolu Mahallesi, Muhittin Üstündağ Cad. No:85, 34718 Kadıköy/İstanbul, Turquie","restaurant","","","Brunch#Already tried#Tasty!#Restaurant#Turkey",""
"2018-10-01T20:17:45.448Z","Kasap Sadık","Camiikebir Mahallesi, Gazi Sk. No:12, 16800 Orhangazi/Bursa, Turkey","restaurant","","","Meat#Already tried#Turkey#Restaurant#Tasty!",""
"2018-10-01T20:16:53.434Z","Moon Roof","34 Quai d'Austerlitz, 75013 Paris, France","bar","","","Bar#Terrace#Paris#Cocktails",""
"2018-10-01T20:15:49.332Z","Pizzeria Popolare","111 Rue Réaumur, 75002 Paris, France","restaurant","","","To try#Restaurant#Paris",""
"2018-10-01T20:15:19.328Z","La Mezcaleria Paris","13 Boulevard du Temple, 75003 Paris, France","bar","","","Already tried#Bar#Cocktails#Paris",""
"2018-10-01T20:14:23.960Z","Moonshiner","5 Rue Sedaine Paris France","restaurant","","","Already tried#Bar#Cocktails#Friend#Paris#Restaurant#Tasty!#Whisky",""
"2018-10-01T20:11:43.749Z","La Cave des Abbesses","43 Rue des Abbesses 75018 Paris France","supermarket","","","Already tried#Restaurant#Bar#Tasty!#Tapas#Paris#Wine#Cheese#Charcuterie",""
"2018-09-17T10:07:07.279Z","Momo","Sapfous 95 176 76 Καλλιθέα Greece","bar","","","Already tried#Athens#Cocktails#Restaurant#Greece#Tasty!#Friend#Terrace#Brunch",""
"2018-09-17T10:06:24.066Z","Couleur Locale","Normanou 3 105 55 Athina Greece","restaurant","","","Already tried#Athens#Friend#Greece#Bar#Terrace#With a view#Cocktails",""
"2018-09-17T10:02:57.627Z","Kuzina","Adrianou 9 105 55 Athina Greece","restaurant","","","Already tried#Athens#Restaurant#Chic#Tasty!",""
"2018-09-15T19:18:24.811Z","Karamanlidika - Τα Καραμανλίδικα του Φάνη","Sokratous 1, Αθήνα 105 54, Greece","restaurant","","","Restaurant#Greece#Athens#Tapas#Already tried",""
"2018-09-14T10:31:38.652Z","Monsieur Bleu","Palais De Tokyo, 20 Avenue De New York, Paris 75116","restaurant","","","Friend#Restaurant#To try",""
"2018-09-14T10:30:49.315Z","Les Ombres","27 Quai Jacques Chirac Paris 75007","restaurant","","","To try#Friend#Restaurant",""